pmid,title,abstract,journal,year
27440727,Imaging synaptic density in the living human brain.,"Chemical synapses are the predominant neuron-to-neuron contact in the central nervous system. Presynaptic boutons of neurons contain hundreds of vesicles filled with neurotransmitters, the diffusible signaling chemicals. Changes in the number of synapses are associated with numerous brain disorders, including Alzheimer's disease and epilepsy. However, all current approaches for measuring synaptic density in humans require brain tissue from autopsy or surgical resection. We report the use of the synaptic vesicle glycoprotein 2A (SV2A) radioligand [(11)C]UCB-J combined with positron emission tomography (PET) to quantify synaptic density in the living human brain. Validation studies in a baboon confirmed that SV2A is an alternative synaptic density marker to synaptophysin. First-in-human PET studies demonstrated that [(11)C]UCB-J had excellent imaging properties. Finally, we confirmed that PET imaging of SV2A was sensitive to synaptic loss in patients with temporal lobe epilepsy. Thus, [(11)C]UCB-J PET imaging is a promising approach for in vivo quantification of synaptic density with several potential applications in diagnosis and therapeutic monitoring of neurological and psychiatric disorders.",Sci Transl Med,2016
28612290,"Deficiency of TYROBP, an adapter protein for TREM2 and CR3 receptors, is neuroprotective in a mouse model of early Alzheimer's pathology.","Conventional genetic approaches and computational strategies have converged on immune-inflammatory pathways as key events in the pathogenesis of late onset sporadic Alzheimer's disease (LOAD). Mutations and/or differential expression of microglial specific receptors such as TREM2, CD33, and CR3 have been associated with strong increased risk for developing Alzheimer's disease (AD). DAP12 (DNAX-activating protein 12)/TYROBP, a molecule localized to microglia, is a direct partner/adapter for TREM2, CD33, and CR3. We and others have previously shown that TYROBP expression is increased in AD patients and in mouse models. Moreover, missense mutations in the coding region of TYROBP have recently been identified in some AD patients. These lines of evidence, along with computational analysis of LOAD brain gene expression, point to DAP12/TYROBP as a potential hub or driver protein in the pathogenesis of AD. Using a comprehensive panel of biochemical, physiological, behavioral, and transcriptomic assays, we evaluated in a mouse model the role of TYROBP in early stage AD. We crossed an Alzheimer's model mutant APP <sup>KM670/671NL</sup> /PSEN1 <sup>Δexon9</sup> (APP/PSEN1) mouse model with Tyrobp <sup>-/-</sup> mice to generate AD model mice deficient or null for TYROBP (APP/PSEN1; Tyrobp <sup>+/-</sup> or APP/PSEN1; Tyrobp <sup>-/-</sup>). While we observed relatively minor effects of TYROBP deficiency on steady-state levels of amyloid-β peptides, there was an effect of Tyrobp deficiency on the morphology of amyloid deposits resembling that reported by others for Trem2 <sup>-/-</sup> mice. We identified modulatory effects of TYROBP deficiency on the level of phosphorylation of TAU that was accompanied by a reduction in the severity of neuritic dystrophy. TYROBP deficiency also altered the expression of several AD related genes, including Cd33. Electrophysiological abnormalities and learning behavior deficits associated with APP/PSEN1 transgenes were greatly attenuated on a Tyrobp-null background. Some modulatory effects of TYROBP on Alzheimer's-related genes were only apparent on a background of mice with cerebral amyloidosis due to overexpression of mutant APP/PSEN1. These results suggest that reduction of TYROBP gene expression and/or protein levels could represent an immune-inflammatory therapeutic opportunity for modulating early stage LOAD, potentially leading to slowing or arresting the progression to full-blown clinical and pathological LOAD.",Acta Neuropathol,2017
28477083,Peritoneal dialysis reduces amyloid-beta plasma levels in humans and attenuates Alzheimer-associated phenotypes in an APP/PS1 mouse model.,"Clearance of amyloid-beta (Aβ) from the brain is an important therapeutic strategy for Alzheimer's disease (AD). Current studies mainly focus on the central approach of Aβ clearance by introducing therapeutic agents into the brain. In a previous study, we found that peripheral tissues and organs play important roles in clearing brain-derived Aβ, suggesting that the peripheral approach of removing Aβ from the blood may also be effective for AD therapy. Here, we investigated whether peritoneal dialysis, a clinically available therapeutic method for chronic kidney disease (CKD), reduces brain Aβ burden and attenuates AD-type pathologies and cognitive impairments. Thirty patients with newly diagnosed CKD were enrolled. The plasma Aβ concentrations of the patients were measured before and after peritoneal dialysis. APP/PS1 mice were subjected to peritoneal dialysis once a day for 1 month from 6 months of age (prevention study) or 9 months of age (treatment study). The Aβ in the interstitial fluid (ISF) was collected using microdialysis. Behavioural performance, long-term potentiation (LTP), Aβ burden and other AD-type pathologies were measured after 1 month of peritoneal dialysis. Peritoneal dialysis significantly reduced plasma Aβ levels in both CKD patients and APP/PS1 mice. Aβ levels in the brain ISF of APP/PS1 mice immediately decreased after reduction of Aβ in the blood during peritoneal dialysis. In both prevention and treatment studies, peritoneal dialysis substantially reduced Aβ deposition, attenuated other AD-type pathologies, including Tau hyperphosphorylation, glial activation, neuroinflammation, neuronal loss, and synaptic dysfunction, and rescued the behavioural deficits of APPswe/PS1 mice. Importantly, the Aβ phagocytosis function of microglia was enhanced in APP/PS1 mice after peritoneal dialysis. Our study suggests that peritoneal dialysis is a promising therapeutic method for AD, and Aβ clearance using a peripheral approach could be a desirable therapeutic strategy for AD.",Acta Neuropathol,2017
28488154,Impact of multiple pathologies on the threshold for clinically overt dementia.,"Longitudinal clinical-pathological studies have increasingly recognized the importance of mixed pathologies (the coexistence of one or more neurodegenerative and cerebrovascular disease pathologies) as important factors in the development of Alzheimer's disease (AD) and other forms of dementia. Older persons with AD pathology, often have concomitant cerebrovascular disease pathologies (macroinfarcts, microinfarcts, atherosclerosis, arteriolosclerosis, cerebral amyloid angiopathy) as well as other concomitant neurodegenerative disease pathologies (Lewy bodies, TDP-43, hippocampal sclerosis). These additional pathologies lower the threshold for clinical diagnosis of AD. Many of these findings from pathologic studies, especially for CVD, have been confirmed using sophisticated neuroimaging technologies. In vivo biomarker studies are necessary to provide an understanding of specific pathologic contributions and time course relationships along the spectrum of accumulating pathologies. In this review, we provide a clinical-pathological perspective on the role of multiple brain pathologies in dementia followed by a review of the available clinical and biomarker data on some of the mixed pathologies.",Acta Neuropathol,2017
28582280,Lorazepam Challenge for Individuals at Varying Genetic Risk for Alzheimer Disease.,"INTRODUCTION: This study set out to clarify the differential acute cognitive impact of lorazepam based on varying genetic risk for Alzheimer disease.
METHODS: Fifty-seven cognitively unimpaired individuals aged 51 to 88, genotyped according to apolipoprotein E (APOE) and translocase of outer mitochondrial membrane (40 homolog) poly-T lengths, completed cognitive testing before, 2.5 and 5 hours after receiving a 1 mg dose of lorazepam.
RESULTS: Post-lorazepam, there were significant (P<0.05) declines from baseline in memory, psychomotor processing speed, and executive function. At 2.5 hours, the magnitude of this lorazepam-induced cognitive change was significantly greater in the APOE3/4 group than in the APOE3/3 group for tests of working memory and visuospatial memory/executive function. At 5 hours postchallenge, verbal memory and working memory deficits persisted in the APOE3/4 group compared with the APOE3/3 group. At 5 hours after lorazepam challenge, as compared with the very long/very long group, the short/short group performed slightly worse on a test of working memory (P<0.05), but no other differences were observed among translocase of the outer mitochondrial membrane 40 homolog poly-T variant groups.
DISCUSSION: The lorazepam challenge may be unmasking presymptomatic cognitive dysfunction associated with APOE4 carriage.",Alzheimer Dis Assoc Disord,2017
28974416,Concomitant vascular and neurodegenerative pathologies double the risk of dementia.,"INTRODUCTION: The relative contributions of vascular and degenerative pathology to dementia are unknown. We aim to quantify the proportion of dementia explained by potentially preventable vascular lesions.
METHODS: We systematically searched for population-based cohorts before February 2017 reporting clinicopathological data for individuals with and without dementia. We calculated the summary proportion and absolute risk of dementia comparing subjects with and without the pathology.
RESULTS: We identified 10 studies comprising 2856 subjects. Vascular-type pathology and mixed pathology are respectively two and three times more likely in demented patients. The summary proportion of dementia is 77%-86% in subjects with mixed degenerative and vascular pathology and 45% in subjects with pure Alzheimer-type pathology.
DISCUSSION: Patients with mixed pathologies have nearly twice the incremental risk of dementia compared with patients with only Alzheimer-type lesions. Consequently, many cases of dementia could be prevented or delayed by targeting the vascular component.",Alzheimers Dement,2017
29028480,WITHDRAWN: Revisiting the cholinergic hypothesis in Alzheimer's disease: Emerging evidence from translational and clinical research.,This article has been withdrawn at the request of the author(s) and/or editor. The Publisher apologizes for any inconvenience this may cause. The full Elsevier Policy on Article Withdrawal can be found at https://www.elsevier.com/about/our-business/policies/article-withdrawal.,Alzheimers Dement,2017
29268078,"Longitudinal uncoupling of cerebral perfusion, glucose metabolism, and tau deposition in Alzheimer's disease.","INTRODUCTION: Cross-sectional findings using the tau tracer [<sup>18</sup>F]THK5317 (THK5317) have shown that [<sup>18</sup>F]fluorodeoxyglucose (FDG) positron emission tomography (PET) data can be approximated using perfusion measures (early-frame standardized uptake value ratio; ratio of tracer delivery in target to reference regions). In this way, a single PET study can provide both functional and molecular information.
METHODS: We included 16 patients with Alzheimer's disease who completed follow-up THK5317 and FDG studies 17 months after baseline investigations. Linear mixed-effects models and annual percentage change maps were used to examine longitudinal change.
RESULTS: Limited spatial overlap was observed between areas showing declines in THK5317 perfusion measures and FDG. Minimal overlap was seen between areas showing functional change and those showing increased retention of THK5317.
DISCUSSION: Our findings suggest a spatiotemporal offset between functional changes and tau pathology and a partial uncoupling between perfusion and metabolism, possibly as a function of Alzheimer's disease severity.",Alzheimers Dement,2017
29245000,Does traumatic brain injury hold the key to the Alzheimer's disease puzzle?,"INTRODUCTION: Neurodegenerative disorders have been a graveyard for hundreds of well-intentioned efforts at drug discovery and development. Concussion and other traumatic brain injuries (TBIs) and Alzheimer's disease (AD) share many overlapping pathologies and possible clinical links.
METHODS: We searched the literature since 1995 using MEDLINE and Google Scholar for the terms concussion, AD, and shared neuropathologies. We also studied a TBI animal model as a supplement to transgenic (Tg) mouse AD models for evaluating AD drug efficacy by preventing neuronal losses. To evaluate TBI/AD pathologies and neuronal self-induced cell death (apoptosis), we are studying brain extracellular vesicles in plasma and (-)-phenserine pharmacology to probe, in animal models of AD and humans, apoptosis and pathways common to concussion and AD.
RESULTS: Neuronal cell death and a diverse and significant pathological cascade follow TBIs. Many of the developing pathologies are present in early AD. The use of an animal model of concussion as a supplement to Tg mice provides an indication of an AD drug candidate's potential for preventing apoptosis and resulting progression toward dementia in AD. This weight drop supplementation to Tg mouse models, the experimental drug (-)-phenserine, and plasma-derived extracellular vesicles enriched for neuronal origin to follow biomarkers of neurodegenerative processes, each and in combination, show promise as tools useful for probing the progression of disease in AD, TBI/AD pathologies, apoptosis, and drug effects on rates of apoptosis both preclinically and in humans. (-)-Phenserine both countered many subacute post-TBI pathologies that could initiate clinical AD and, in the concussion and other animal models, showed evidence consistent with direct inhibition of neuronal preprogrammed cell death in the presence of TBI/AD pathologies.
DISCUSSION: These findings may provide support for expanding preclinical Tg mouse studies in AD with a TBI weight drop model, insights into the progression of pathological targets, their relations to apoptosis, and timing of interventions against these targets and apoptosis. Such studies may demonstrate the potential for drugs to effectively and safely inhibit preprogrammed cell death as a new drug development strategy for use in the fight to defeat AD.",Alzheimers Dement,2017
28856789,Longitudinal telomere shortening and early Alzheimer's disease progression in adults with down syndrome.,"Telomere shortening was shown to parallel Alzheimer's disease (AD) associated dementia. By using a dual PNA Probe system we have developed a practical method for comparing telomere length in T-lymphocyte interphases from individuals with Down syndrome (DS) with and without ""mild cognitive impairment"" (MCI-DS) and demonstrated that telomere length can serve as a valid biomarker for the onset of MCI-DS in this high-risk population. To verify progressive cognitive decline we have now examined sequential changes in telomere length in 10 adults with DS (N = 4 Female, N = 6 Male) developing MCI-DS. Cases were selected blind to telomere length from a sample of adults with DS previously enrolled in a prospective longitudinal study at 18-month intervals with clinical and telomere assessments: (1) MCI-DS group data were collected approximately three years prior to development of MCI-DS; (2) 18 months later; (3) when MCI-DS was first observed. These telomere measures were compared to those from another 10 adults with DS matched by sex and approximate age but without indications of MCI-DS (Controls). PNA (peptide nucleic acid) probes for telomeres together with a chromosome two centromere probe were used. Findings indicated telomere shortening over time for both Cases and Controls. Group differences emerged by 18-months prior to recognition of MCI-DS onset and completely non-overlapping distributions of telomere measures were observed by the time of MCI-DS onset. This study adds to accumulating evidence of the value of telomere length, as an early biomarker of AD progression in adults with Down syndrome.",Am J Med Genet B Neuropsychiatr Genet,2017
29130521,A variant in PPP4R3A protects against alzheimer-related metabolic decline.,"OBJECTIVES: A reduction in glucose metabolism in the posterior cingulate cortex (PCC) predicts conversion to Alzheimer's disease (AD) and tracks disease progression, signifying its importance in AD. We aimed to use decline in PCC glucose metabolism as a proxy for the development and progression of AD to discover common genetic variants associated with disease vulnerability.
METHODS: We performed a genome-wide association study (GWAS) of decline in PCC fludeoxyglucose F 18 ([<sup>18</sup> F] FDG) positron emission tomography measured in Alzheimer's Disease Neuroimaging Initiative participants (n = 606). We then performed follow-up analyses to assess the impact of significant single-nucleotide polymorphisms (SNPs) on disease risk and longitudinal cognitive performance in a large independent data set (n = 870). Last, we assessed whether significant SNP influence gene expression using two RNA sequencing data sets (n = 210 and n = 159).
RESULTS: We demonstrate a novel genome-wide significant association between rs2273647-T in the gene, PPP4R3A, and reduced [<sup>18</sup> F] FDG decline (p = 4.44 × 10<sup>-8</sup> ). In a follow-up analysis using an independent data set, we demonstrate a protective effect of this variant against risk of conversion to MCI or AD (p = 0.038) and against cognitive decline in individuals who develop dementia (p = 3.41 × 10<sup>-15</sup> ). Furthermore, this variant is associated with altered gene expression in peripheral blood and altered PPPP4R3A transcript expression in temporal cortex, suggesting a role at the molecular level.
INTERPRETATIONS: PPP4R3A is a gene involved in AD risk and progression. Given the protective effect of this variant, PPP4R3A should be further investigated as a gene of interest in neurodegenerative diseases and as a potential target for AD therapies. Ann Neurol 2017;82:900-911.",Ann Neurol,2017
28881979,Identification of associations between genotypes and longitudinal phenotypes via temporally-constrained group sparse canonical correlation analysis.,"MOTIVATION: Neuroimaging genetics identifies the relationships between genetic variants (i.e., the single nucleotide polymorphisms) and brain imaging data to reveal the associations from genotypes to phenotypes. So far, most existing machine-learning approaches are widely used to detect the effective associations between genetic variants and brain imaging data at one time-point. However, those associations are based on static phenotypes and ignore the temporal dynamics of the phenotypical changes. The phenotypes across multiple time-points may exhibit temporal patterns that can be used to facilitate the understanding of the degenerative process. In this article, we propose a novel temporally constrained group sparse canonical correlation analysis (TGSCCA) framework to identify genetic associations with longitudinal phenotypic markers.
RESULTS: The proposed TGSCCA method is able to capture the temporal changes in brain from longitudinal phenotypes by incorporating the fused penalty, which requires that the differences between two consecutive canonical weight vectors from adjacent time-points should be small. A new efficient optimization algorithm is designed to solve the objective function. Furthermore, we demonstrate the effectiveness of our algorithm on both synthetic and real data (i.e., the Alzheimer's Disease Neuroimaging Initiative cohort, including progressive mild cognitive impairment, stable MCI and Normal Control participants). In comparison with conventional SCCA, our proposed method can achieve strong associations and discover phenotypic biomarkers across multiple time-points to guide disease-progressive interpretation.
AVAILABILITY AND IMPLEMENTATION: The Matlab code is available at https://sourceforge.net/projects/ibrain-cn/files/ .
CONTACT: dqzhang@nuaa.edu.cn or shenli@iu.edu.",Bioinformatics,2017
29301614,Metabotropic Glutamate Receptors 2 and 3 as Targets for Treating Nicotine Addiction.,"Tobacco smoking, driven by the addictive properties of nicotine, continues to be a worldwide health problem. Based on the well-established role of glutamatergic neurotransmission in drug addiction, novel medication development strategies seek to halt nicotine consumption and prevent relapse to tobacco smoking by modulating glutamate transmission. The presynaptic inhibitory metabotropic glutamate receptors 2 and 3 (mGluR2/3) are key autoreceptors on glutamatergic terminals that maintain glutamate homeostasis. Accumulating evidence suggests the critical role of mGluR2/3 in different aspects of nicotine addiction, including acquisition and maintenance of nicotine taking, nicotine withdrawal, and persistent nicotine seeking even after prolonged abstinence. The involvement of mGluR2/3 in other neuropsychiatric conditions, such as anxiety, depression, schizophrenia, Alzheimer's disease, Parkinson's disease, and pain, provides convincing evidence suggesting that mGluR2/3 may provide an effective therapeutic approach for comorbidity of smoking and these conditions. This focused review article highlights that mGluR2/3 provide a promising target in the search for smoking cessation medication with novel mechanisms of actions that differ from those of currently U.S. Food and Drug Administration-approved pharmacotherapies.",Biol Psychiatry,2017
28349725,[Formula: see text]The effect of stereotype threat on older people's clinical cognitive outcomes: investigating the moderating role of dementia worry.,"OBJECTIVE: Numerous studies have shown that stereotype threat (ST) reduces older people's cognitive performance, but few have studied its impact on clinical cognitive outcomes. Our study was designed to further examine the impact of ST on the clinical assessment of older subjects' cognitive functioning, as well as the moderating role of fear of Alzheimer's Disease (AD) (or 'dementia worry').
METHOD: Seventy-two neurologically normal (MMSE > 26) participants aged between 59 and 70 completed a set of neuropsychological tasks in either an ST or a positive condition (condition in which negative stereotypes were invalidated).
RESULTS: Regression-based path analyses showed that only participants who expressed moderate or high fear of AD underperformed on executive tasks in the ST condition compared to their counterparts in the positive condition. Moreover, in the ST condition, participants' performance on executive tasks was more impaired (relative to normative data) than in the positive condition. However, ST had no effect on memory and attention performance.
DISCUSSION: Our results showed that ST can cause older people to perform at pathological levels on executive tasks. Results highlight the need for clinicians to be cautious when conducting neuropsychological assessments of older people who express high levels of dementia worry.",Clin Neuropsychol,2017
28994390,Clearance of beta-amyloid is facilitated by apolipoprotein E and circulating high-density lipoproteins in bioengineered human vessels.,"Amyloid plaques, consisting of deposited beta-amyloid (Aβ), are a neuropathological hallmark of Alzheimer's Disease (AD). Cerebral vessels play a major role in AD, as Aβ is cleared from the brain by pathways involving the cerebrovasculature, most AD patients have cerebrovascular amyloid (cerebral amyloid angiopathy (CAA), and cardiovascular risk factors increase dementia risk. Here we present a notable advance in vascular tissue engineering by generating the first functional 3-dimensioinal model of CAA in bioengineered human vessels. We show that lipoproteins including brain (apoE) and circulating (high-density lipoprotein, HDL) synergize to facilitate Aβ transport across bioengineered human cerebral vessels. These lipoproteins facilitate Aβ42 transport more efficiently than Aβ40, consistent with Aβ40 being the primary species that accumulates in CAA. Moreover, apoE4 is less effective than apoE2 in promoting Aβ transport, also consistent with the well-established role of apoE4 in Aβ deposition in AD.",Elife,2017
28424864,Loss of chromosome Y (LOY) in blood cells is associated with increased risk for disease and mortality in aging men.,"Recent discoveries have shown that harboring cells without the Y chromosome in the peripheral blood is associated with increased risk for all-cause mortality and disease such as different forms of cancer, Alzheimer's disease, as well as other conditions in aging men. In the entire world, the life expectancy of men is shorter compared to women, a sex difference that has been known for centuries, but the underlying mechanism(s) are not well understood. As a male-specific genetic risk factor, an increased risk for pathology and mortality associated with mosaic loss of chromosome Y (LOY) in blood cells could help to explain that men on average live shorter lives compared to women. This review primarily focuses on observed associations between LOY in blood and various diseases in aging men. Other topics covered are known risk factors for LOY, methods to detect LOY, and a discussion regarding mechanisms such as immunosurveillance, that could possibly explain how an acquired mutation in blood cells can be associated with disease processes in other organs.",Hum Genet,2017
28984592,TOMM40 and APOE Gene Expression and Cognitive Decline in Japanese Alzheimer's Disease Subjects.,"BACKGROUND: TOMM40 is located on chromosome 19, is in linkage disequilibrium with apolipoprotein E (APOE), andis reported in several genome-wide association studies to be associated with Alzheimer's disease (AD).
OBJECTIVE: Assess APOE and TOM40 and mitochondrial genes as blood biomarkers for AD.
METHODS: We examined TOMM40, PTEN-induced putative kinase 1 (PINK1), Parkin RBR E3 ubiquitin protein ligase (PARK2), and APOE mRNA expression in relation to the methylation rates of CpG sites in the upstream region of TOMM40exon 1 in peripheral leukocytes and TOMM40523 polyT genotypes in 60 AD and age- and sex-matched control subjects.
RESULTS: TOMM40 mRNA expression was significantly lower in AD subjects (0.87±0.18 versus 1.0±0.23, p = 0.005), and PINK1 mRNA expression was higher in AD subjects (1.5±0.61 versus 1.0±0.52, p < 0.001). TOMM40 mRNA expression was significantly correlated with the Mini-Mental State Examination total score (r = 0.290, p = 0.027). There was no expressional change in peripheral APOE mRNA in either AD or control subjects (p = 0.32). Methylation rates in the upstream region of TOMM40exon 1 were not different between AD and control subjects (average rate: 1.37±0.99 versus 1.39±1.20, p = 0.885), and TOMM40523 polyT genotypes were also not different between AD and control subjects (p = 0.67).
CONCLUSION: TOMM40 mRNA expression was lower in AD subjects and was correlated with cognitive decline. Significant changes in both TOMM40 and PINK1 mRNA may be related to mitochondrial dysfunction.",J Alzheimers Dis,2017
29036823,Prevalence and Correlates of Behavioral Disorders in Old Age Subjects with Cognitive Impairment: Results from the ReGAl Project.,"BACKGROUND: Presence of behavioral and psychological symptoms of dementia (BPSD) is very common in subjects with cognitive impairment, representing an important determinant of disease progression, institutionalization, and worse prognosis. Knowledge of the prevalence and correlates of BPSD in community-living old subjects with cognitive impairment is limited so far, but it is essential for establishing specifically tailored care and cure in such a vulnerable population.
OBJECTIVE: With this study, we aimed at investigating, in a large sample of old age subjects with cognitive impairment, BPSD prevalence and correlates including the main demographic, clinical, and socio-environmental characteristics.
METHODS: Data were gathered from the ReGAl project (Rete Geriatrica Alzheimer; Geriatric Network on Alzheimer's disease), a large longitudinal Italian multicentric clinical-based study, promoted by the Italian Society of Gerontology and Geriatrics (SIGG).
RESULTS: We evaluated data from 4,157 old-age subjects affected by mild cognitive impairment (MCI) (541; 13%) or dementia (3616; 87%). 85.2% of all the population presented with at least one BPSD. Using a factor analysis, we identified four factors of BPSD: psychotic, affective, maniac, and impulse control behaviors. Logistic regression analyses revealed that among the main demographic, clinical, and socio-environmental aspects considered, only comorbidity was associated with all factors, independently of multiple covariates.
CONCLUSION: Identification of BPSD is crucial in everyday clinical practice and necessary to develop specific interventions and to define appropriate outcomes in their management. BPSD occur in a complex psychopathological context, influenced by several demographic and environmental factors that must be taken into account for a correct diagnosis and treatment.",J Alzheimers Dis,2017
28984604,Alzheimer's Disease-Related Polymorphisms in Shunt-Responsive Idiopathic Normal Pressure Hydrocephalus.,"BACKGROUND: Idiopathic normal pressure hydrocephalus (iNPH) is a late onset, surgically treated progressive brain disease caused by impaired cerebrospinal fluid dynamics and subsequent ventriculomegaly. Comorbid Alzheimer's disease (AD) seems to be frequent in iNPH.
OBJECTIVE: We aim to evaluate the role of AD-related polymorphisms in iNPH.
METHODS: Overall 188 shunt-operated iNPH patients and 688 controls without diagnosed neurodegenerative disease were included into analysis. Twenty-three single-nucleotide polymorphisms (SNPs FRMD4A [rs7081208_A, rs2446581_A, rs17314229_T], CR1, BIN, CD2AP, CLU, MS4A6A, MS4A4E, PICALM, ABCA7, CD33, INPP5D, HLA_DRB5, EPHA1, PTK2B, CELF1, SORL1, FERMT2, SLC24A, DSG2, CASS4, and NME8) adjusted to APOE were analyzed between groups by using binary logistic regression analysis. Neuroradiological characteristics and AD-related changes in the right frontal cortical brain biopsies were available for further analysis.
RESULTS: Logistic regression analysis adjusted to age, gender, and other SNPs indicated allelic variation of NME8 between iNPH patients and non-demented controls (p = 0.014). The allelic variation of NME8 was not related to the neuropathological changes in the brain biopsies of iNPH patients. However, periventricular white matter changes (p = 0.017) were more frequent in the iNPH patients with the AA-genotype, an identified risk factor of AD.
CONCLUSIONS: Our findings increase the evidence that iNPH is characterized by genetic and pathophysiological mechanisms independent from AD. Considering that NME8 plays a role in the ciliary function and displays SNP-related diversity in white matter changes, the mechanisms of NME8 in iNPH and other neurodegenerative processes are worth further study.",J Alzheimers Dis,2017
28984593,Exploring Erythrocytes as Blood Biomarkers for Alzheimer's Disease.,"Peripheral biomarkers for dementia are few and far between. Despite research into blood plasma/serum biomarkers for dementia diagnostics, there is a lack of information on erythrocytes and their vast proteomes as potential biomarkers. This review identifies a number of relevant and potentially promising erythrocyte biomarkers for various subtypes of dementia. These include erythrocyte morphology, oxidative stress, and erythrocyte membrane proteins such as the glucose transporter (GLUT-1), amyloid-β, IgG, Hsp90, calpain-1, and band 3 protein. Of those proteins identified Hsp90, amyloid-β, calpain-1 and band 3 show the most promise as pre-clinical biomarkers. However, the most intriguing aspect of erythrocytes is their changed morphology in dementia. The altered morphology not only could be used as a diagnostic biomarker but may be crucial in early pathogenesis of the disease. Further work must be done to establish the pathological connection between the periphery and central disease processes.",J Alzheimers Dis,2017
29081416,Cost-Utility of Using Alzheimer's Disease Biomarkers in Cerebrospinal Fluid to Predict Progression from Mild Cognitive Impairment to Dementia.,"BACKGROUND: Diagnostic research criteria for Alzheimer's disease support the use of biomarkers in the cerebrospinal fluid (CSF) to improve the accuracy of the prognosis regarding progression to dementia for people with mild cognitive impairment (MCI).
OBJECTIVE: The aim of this study was to estimate the potential incremental cost-effectiveness ratio of adding CSF biomarker testing to the standard diagnostic workup to determine the prognosis for patients with MCI.
METHODS: In an early technology assessment, a mathematical simulation model was built, using available evidence on added prognostic value as well as expert opinion to estimate the incremental costs and quality-adjusted life years (QALYs) of 20,000 virtual MCI patients with (intervention strategy) and without (control strategy) relying on CSF, from a health-care sector perspective and with a 5-year time horizon.
RESULTS: Adding the CSF test improved the accuracy of prognosis by 11%. This resulted in an average QALY gain of 0.046 and € 432 additional costs per patient, representing an incremental cost-effectiveness ratio of € 9,416.
CONCLUSION: The results show the potential of CSF biomarkers in current practice from a health-economics perspective. This result was, however, marked by a high degree of uncertainty, and empirical research is required into the impact of a prognosis on worrying, false-positive/negative prognosis, and stigmatization.",J Alzheimers Dis,2017
29036817,Initial Heart Rate Reactivity to Socioemotional Pictures in Early-Onset Alzheimer's Disease.,"Patients with Alzheimer's disease (AD) often have generalized anxiety, particularly in early-onset AD (EOAD) or the first stages of their disease. This increased anxiety could be associated with decreased sensorimotor gating with increased attention to significant stimuli from AD pathology in the entorhinal cortex. We investigated whether widening initial attention to socioemotional stimuli was association with anxiety among 16 patients with first stage EOAD compared to 19 normal controls (NCs). The participants underwent assessment of their initial heart rate deceleration (""orienting response""; OR), a measure of attentional refocusing, to pictures (International Affective Picture Stimuli) varying in pleasant-unpleasant valence and social-nonsocial content. The results showed group differences; the EOAD patients had significantly larger ORs than the NCs across conditions, with larger ORs in each valence and social condition. In addition, the EOAD patients, but not the NCs, showed ORs to normally less threatening stimuli, particularly pleasant, but also less significantly, social stimuli. On the Neuropsychiatric Inventory, the ORs among the EOAD patients significantly correlated with anxiety scores. Together, these findings suggest that anxiety in mild EOAD may be associated with widening attentional refocusing to socioemotional stimuli, possibly reflecting decreased sensorimotor gating in the entorhinal cortex. This finding could be a potential biomarker for the first stages of AD.",J Alzheimers Dis,2017
29036819,Age and Graphomotor Decision Making Assessed with the Digital Clock Drawing Test: The Framingham Heart Study.,"BACKGROUND: Digital Clock Drawing Test (dCDT) technology enables the examination of detailed neurocognitive behavior as behavior unfolds in real time; a capability that cannot be obtained using a traditional pen and paper testing format.
OBJECTIVE: Parameters obtained from the dCDT were used to investigate neurocognitive constructs related to higher-order neurocognitive decision making and information processing speed. The current research sought to determine the effect of age as related to combined motor and non-motor components of drawing, and higher-order decision making latencies.
METHODS: A large group of stroke- and dementia- free Framingham Heart Study participants were administered the dCDT to command and copy with hands set for ""10 after 11"". Six age groups (age range 28-98) were constructed.
RESULTS: Differences between age groups were found for total time to completion, total pen stroke count, and higher-order decision making latencies in both command and copy test conditions.
CONCLUSION: Longer age-related decision making latencies may reflect a greater need for working memory and increased self-monitoring in older subjects. These latency measures have potential to serve as neurocognitive biomarkers of Alzheimer's disease and other insidious neurodegenerative disorders.",J Alzheimers Dis,2017
29081415,Cortical Iron Reflects Severity of Alzheimer's Disease.,"Abnormal iron distribution in the isocortex is increasingly recognized as an in vivo marker for Alzheimer's disease (AD). However, the contribution of iron accumulation to the AD pathology is still poorly understood. In this study, we investigated: 1) frontal cortical iron distribution in AD and normal aging and 2) the relation between iron distribution and degree of AD pathology. We used formalin fixed paraffin embedded frontal cortex from 10 AD patients, 10 elder, 10 middle aged, and 10 young controls and visualized iron with a modified Perl's histochemical procedure. AD and elderly subjects were not different with respect to age and sex distribution. Iron distribution in the frontal cortex was not affected by normal aging but was clearly different between AD and controls. AD showed accumulation of iron in plaques, activated microglia, and, in the most severe cases, in the mid-cortical layers along myelinated fibers. The degree of altered iron accumulations was correlated to the amount of amyloid-β plaques and tau pathology in the same block, as well as to Braak stage (p < 0.001). AD and normal aging show different iron and myelin distribution in frontal cortex. These changes appear to occur after the development of the AD pathological hallmarks. These findings may help the interpretation of high resolution in vivo MRI and suggest the potential of using changes in iron-based MRI contrast to indirectly determine the degree of AD pathology in the frontal cortex.",J Alzheimers Dis,2017
