pmid,title,abstract,journal,year
39699026,Cognitive function and its longitudinal predictability by intensity of physical activity in Chinese middle-aged and older adults.,"BACKGROUND: The aging population faces several health problems, including cognitive decline that can progress to Alzheimer's disease. Regular physical activity is widely recognized for its extensive benefits, including physical and mental health improvements especially for older adults.
OBJECTIVE: This study aimed to examine the prediction of physical activity intensities on cognitive function of older adults.
METHODS: Data from 8 years prospective survey among Chinese population aged 45 years and older is used. Cognitive function was measured by word recall, orientation, numeric subtraction, and copying a picture. Physical activity was assessed with three intensity levels. General estimating equations (GEE) with unstructured correlation matrix is used to test the prediction of physical activity intensity on cognitive function.
RESULTS: Cognitive function of participants significantly declined from 9.81 at baseline to 8.81 after 8 years. Moderate-intensity physical activity for 3 days/week was strongest positive predictor of cognitive function with a betta coefficient of 0.64. Light-intensity physical activity also positively predicted cognitive function, however vigorous physical activity for more than 3 days/week negatively predicted cognitive function.
CONCLUSIONS: Cognitive function of the Chinese population is found to continuously decline after 60 years old age. Fortunately, this decline can be delayed with age-tolerable light to moderate-intensity physical activities.",J Alzheimers Dis,2025
40193924,Infratentorial Cerebral Microbleeds and Incident Dementia: The ARIC-Neurocognitive Study (P11-13.015).,"OBJECTIVE: To assess the association of infratentorial cerebral microbleeds (CMBs) and incident dementia.
BACKGROUND: Subcortical CMBs are common in older adults and linked to hypertensive small vessel disease. Infratentorial CMBs are similarly associated with hypertension, but their importance regarding dementia risk is less clear. This study investigates the impact of infratentorial CMBs on incident dementia in the community-based, longitudinal Atherosclerosis Risk in Communities-Neurocognitive Study (ARIC-NCS).
DESIGN/METHODS: Participants (aged 67-90) without intracerebral hemorrhage or dementia (in 2011-13) were included. CMBs were identified and categorized by location from T2*GRE sequences as follows: subcortical, infratentorial, and lobar CMBs, and superficial siderosis. Incident dementia diagnoses were determined through in-person cognitive testing, informant interviews, and hospital records. Cox proportional-hazards models assessed the association between infratentorial CMB presence (vs absence) and frequency (regardless of other concurrent CMB type), each with incident dementia through 2021. Models adjusted for demographics, vascular risk factors, and other imaging markers of small vessel disease.
RESULTS: Among 1574 participants, 303 had CMBs. 69 of these had at least one infratentorial CMB. The presence of infratentorial compared to no infratentorial CMBs was associated with incident dementia in demographic- and vascular risk factor-adjusted models (HR 1.72 [95% CI 1.16-2.55]) but was attenuated after additional adjustment for white matter hyperintensities (HR 1.45 [95% CI 0.97-2.17]). Compared to those with no infratentorial CMBs, the risk of dementia was nonsignificantly elevated in participants with 1 infratentorial CMB (adjusted HR 1.34 (0.83, 2.14) but significantly elevated in those with ≥2 infratentorial CMBs (HR 2.13 [95% CI 1.10-4.11]), compared to individuals with no infratentorial CMBs .
CONCLUSIONS: A greater number of infratentorial CMBs is associated with an increased risk of incident dementia in this community-based cohort. Future studies should evaluate the potential etiology of this association and how infratentorial CMBs in combination with other CMB patterns may alter dementia risk. Disclaimer: Abstracts were not reviewed by Neurology® and do not reflect the views of Neurology® editors or staff. Disclosure: Mr. Vuong has nothing to disclose. Ms. Morrill has nothing to disclose. Dr. Graff-Radford has received personal compensation for serving as an employee of Mayo Clinic. Dr. Graff-Radford has received personal compensation in the range of $0-$499 for serving on a Scientific Advisory or Data Safety Monitoring board for NINDS/NIH. The institution of Dr. Graff-Radford has received research support from NIH. The institution of Dr. Graff-Radford has received research support from Eisai. The institution of Dr. Graff-Radford has received research support from Cognition therapeutics. Dr. Knopman has received personal compensation in the range of $5,000-$9,999 for serving on a Scientific Advisory or Data Safety Monitoring board for DIAN TU study. The institution of Dr. Knopman has received research support from NIH. Dr. Mosley has nothing to disclose. Dr. Johansen has received research support from NINDS/NIA. Dr. Johansen has received research support from American Heart Association. The institution of Dr. Walker has received research support from NIA/NIH. The institution of Dr. Jack has received research support from NIH. The institution of Dr. Jack has received research support from Alexander Family Alzheimer's Disease Research Professorship of the Mayo Clinic. Mr. Pike has nothing to disclose. Dr. Schneider has received personal compensation in the range of $10,000-$49,999 for serving as an Editor, Associate Editor, or Editorial Advisory Board Member for AAN - Neurology. The institution of Dr. Gottesman has received research support from NIH.",Neurology,2025
39715691,"Erratum: Tosi et al., ""The Network Structure of Cognitive Impairment: From Subjective Cognitive Decline to Alzheimer's Disease"".",,J Neurosci,2025
39865688,Cognivue Clarity<sup>®</sup> characterizes amyloid status and preclinical Alzheimer's disease in biomarker confirmed cohorts in the Bio-Hermes Study.,"BackgroundCognivue Clarity<sup>®</sup> is an FDA-cleared computerized cognitive test to screen for cognitive impairment included in the Bio-Hermes Study to test blood-based and digital biomarkers' ability to screen for mild cognitive impairment (MCI) and Alzheimer's disease (AD). A subset of cognitively normal individuals have amyloid deposition (Preclinical AD) but no current assessment can identify these individuals in the absence of expensive biomarkers.ObjectiveWe examined differences in Cognivue Clarity performance between amyloid positive and amyloid negative individuals and whether Cognivue Clarity could differentiate True Controls (cognitively normal/amyloid negative), Preclinical AD (cognitively normal/amyloid positive), and MCI due to AD (MCI-AD, cognitively impaired/amyloid positive).MethodsCognivue Clarity was administered to all participants in the Bio-Hermes Study who also had amyloid PET and blood-based biomarkers. Performance was compared between biomarker-defined groups: True Controls (n = 297), Preclinical AD (n = 95), and MCI-AD (n = 113).ResultsCognivue Clarity global scores distinguished amyloid positive individuals from amyloid negative individuals (p &lt; 0.001) and differentiated True Controls versus Preclinical AD (p = 0.014) and Preclinical AD versus MCI-AD (p &lt; 0.001). Three subtests [Shape Discrimination (p = 0.004), Visual Salience (p = 0.008), Adaptive Motor Control (p = 0.004)] and the 3-test mean (p &lt; 0.001) differentiated True Controls from Preclinical AD. The 3-test composite correlated with Amyloid PET (r = -0.433) and pTau217 (r = -0.400). The 3-test mean identified Preclinical AD in both White and Black participants.ConclusionsCognivue Clarity, a 10-min computerized battery, screens for individuals with cognitive impairment, characterizes amyloid positive individuals, and identifies Preclinical AD. This has great potential as a cost- and time-effective strategy to screen and enroll in AD prevention trials.",J Alzheimers Dis,2025
39948603,Plasma Hepcidin as a potential informative biomarker of Alzheimer disease and vascular dementia.,"BACKGROUND: Blood-based assays are expected to be integrated into clinical routines across various contexts, including Alzheimer's disease (AD). Vascular dementia (VaD), which is the second most common cause leading to dementia after AD, could also significantly benefit from this advancement. However, no informative fluid biomarker has been identified for VaD. Given the disruption of iron homeostasis in both AD and VaD, this study aims to characterize the potential of the iron-related hormone Hepcidin as a biomarker for these two conditions. We will compare its added value to established AT(N) blood biomarkers.
METHODS: Blood biomarkers (amyloid-composite, p-Tau<sub>181</sub>, Neurofilament Light Chain [NfL] and Hepcidin) levels in blood were analyzed in two independent cohorts and compared between AD patients and non-AD individuals. Additionally, blood Hepcidin and NfL were evaluated in the contexts of VaD and CADASIL, with their relative diagnostic value assessed.
RESULTS: Blood Hepcidin and NfL do not significantly increase the AUC obtained with both p-Tau<sub>181</sub> and amyloid composite in the context of AD. In contrast, AUC for VaD diagnosis is significantly higher when combining these two blood biomarkers compared to NfL alone. Hepcidin was not significantly modified in CADASIL patients compared to control subjects.
CONCLUSION: Blood Hepcidin and NfL have limited interest in the clinical context of AD but determination of these biomarkers shows to be highly informative for the diagnosis of VaD. This result could have important implications for diagnosis and implementation of clinical trials.",Alzheimers Res Ther,2025
40110691,"Fibrillar tau alters cerebral endothelial cell metabolism, vascular inflammatory activation, and barrier function in vitro and in vivo.","INTRODUCTION: The presence of tau aggregates in and around the brain vasculature in Alzheimer's disease (AD) and tauopathies suggests its possible pathogenicity to cerebral endothelial cells (ECs).
METHODS: We used an in vitro model of the blood-brain barrier (BBB) to understand the mechanisms of fibrillar tau-mediated cerebral EC and BBB pathology, confirming our findings in 3-month-old P301S mice brains and extracted microvessels.
RESULTS: Protofibrillar and fibrillar tau species induce endothelial barrier permeability through an increase in glycolysis, which activates ECs toward a pro-inflammatory phenotype, inducing loss of junction protein expression and localization. The Warburg-like metabolic shift toward glycolysis and increased vascular pathological phenotypes are also present in young P301S mice.
DISCUSSION: In sum, our work reveals that fibrillar tau species, by enhancing endothelial glycolytic metabolism, promote vascular inflammatory phenotypes and loss of BBB function, highlighting the importance of addressing and targeting early tau-mediated neurovascular damage in AD and tauopathies.
HIGHLIGHTS: We improve the understanding of the mechanisms of vascular pathology in tauopathies. Fibrillar tau mediates vascular metabolic changes, inflammation, and blood-brain barrier (BBB) dysfunction. These events are replicated at early stages in a tauopathy mouse model. Inhibiting altered glycolysis reduces BBB permeability and endothelial activation.",Alzheimers Dement,2025
39956952,White matter lesions rather than amyloid-β burden are associated with cognitive decline in Alzheimer's disease.,"We assessed the severity of amyloid-β accumulation and white matter lesions (WML) in the brain, and their association with cognitive decline, in patients (n = 47) with Alzheimer's disease (AD). The mean cortical standardized uptake value ratio (mcSUVR) was derived from amyloid positron emission tomography, while the percentage of WML area relative to brain parenchymal area was determined using magnetic resonance imaging. Cognitive decline was positively correlated with WML severity (r = 0.50, p = 0.042) but not mcSUVR (Aβ accumulation). Managing vascular risk factors can prevent cognitive decline in patients with AD.",J Alzheimers Dis,2025
40194132,Safety and Efficacy of Monoclonal Anti-Tau Antibody in the Treatment of Alzheimer's Disease (P12-3.002).,"OBJECTIVE: We aimed to assess the safety and efficacy of anti-tau monoclonal antibodies in treating Alzheimer's Disease (AD).
BACKGROUND: AD is a neurodegenerative disorder characterized by beta-amyloid plaques and tau protein tangles, leading to cognitive and behavioral impairment. Although no cure exists, monoclonal antibodies have been developed as potential therapies. Initially, treatments targeted beta-amyloid, but more recent approaches focus on tau pathology.
DESIGN/METHODS: We systematically searched PubMed, Embase, and Cochrane Library for randomized controlled trials (RCT) comparing anti-tau monoclonal antibodies to placebo in AD patients. The efficacy outcomes were the change in Clinical Dementia Rating Sum of Boxes (CDR-SB) in the overall population and early-stage AD, and the reduction of tau protein in cerebrospinal fluid (CSF). Safety outcomes included adverse events (AEs), serious AEs, and discontinuation rates.
RESULTS: After screening 528 articles, 6 RCTs comprising 2145 participants (56.1% female) were included. No significant difference was observed in CDR-SB changes for all AD patients (Mean Difference [MD] 0.121; 95% CI -0.10-0.33; p=0.28; I<sup>2</sup>=0%) or early-stage AD (MD 0.095; 95% CI -0.14-0.33; p=0.42; I<sup>2</sup>=0%). CSF tau levels were significantly reduced in the intervention group. Anti-tau therapies did not increase the risk of any AE (Relative Risk [RR] 1.01; 95% CI 0.96-1.05; p=0.77; I<sup>2</sup>=46%), serious AEs, nor did they lead to higher discontinuation rates.
CONCLUSIONS: Our results did not demonstrate a therapeutic benefit of anti-tau monoclonal antibodies in slowing disease progression as measured by CDR-SB, although they showed no increased risk of adverse events and are a safe therapy. Further research is needed to evaluate their long-term impact. Disclaimer: Abstracts were not reviewed by Neurology® and do not reflect the views of Neurology® editors or staff. Disclosure: ANTONIO MUTARELLI has nothing to disclose. Mr. Brunheroto has nothing to disclose. Mr. Marinheiro has nothing to disclose. Mr. Monteiro has nothing to disclose. Dr. Dantas has nothing to disclose. Joao Paulo Telles has nothing to disclose.",Neurology,2025
40194440,Tau Protein Mediates the Association of Ischemic Cerebrovascular Disease with Cognitive Decline (P6-14.010).,"OBJECTIVE: To elucidate the interrelationships among ICVD, AD biomarkers in cerebrospinal fluid (CSF), and cognition.
BACKGROUND: Patients with a history of transient ischemic attack (TIA) or ischemic stroke demonstrate an increased risk of cognitive dysfunction. Accumulating evidence indicates that ischemic cerebrovascular disease (ICVD) may interact with Alzheimer's disease (AD) pathophysiology to promote dementia onset. However, the precise pathological mechanisms through which ICVD impacts cognition remain to be fully characterized.
DESIGN/METHODS: A total of 2524 participants were recruited from the CABLE study. ICVD group referred to those with TIA or ischemic stroke. Cognitive performance was assessed by the China Modified Mini-Mental State Examination (CM-MMSE) and Montreal Cognitive Assessment-b (MoCA-b). Multivariate linear regression analyses were performed to evaluate the associations of ICVD with CSF AD biomarkers and cognition. Causal mediation analyses were used to identify whether the association was mediated by AD pathology.
RESULTS: TIA/ischemic stroke was associated with higher CSF total-tau (t-tau) (β = 0.205, p = 2.828×10<sup>-2</sup>) and poorer cognition (CM-MMSE: β = -0.299, p = 1.539×10<sup>-5</sup>; MoCA-b: β = -0.324, p = 4.552×10<sup>-6</sup>). The influence of TIA/ischemic stroke on cognitive function was partially mediated by CSF t-tau (CM-MMSE: p = 0.030, proportion: 2.74%; MoCA-b: p = 0.037, proportion: 2.51%). Subgroup analyses revealed the influences of CSF t-tau were especially evident in the male (CM-MMSE: p = 0.006, proportion: 5.45%; MoCA-b: p = 0.015, proportion: 5.38%) and mid-life group (CM-MMSE: p = 0.006, proportion: 9.83%; MoCA-b: p = 0.051, proportion: 5.31%).
CONCLUSIONS: These results delineated tau pathology as a pivotal mediator for the influence of ICVD on cognition. Our findings indicate that the influence may be mediated through neuronal injury rather than classic AD pathological changes. Targeting brain ischemia and alleviating neuronal injury induced by ischemia may be a promising approach for preventing or slowing cognitive decline. Disclaimer: Abstracts were not reviewed by Neurology® and do not reflect the views of Neurology® editors or staff. Disclosure: Miss Han has nothing to disclose.",Neurology,2025
39730822,Structural inequality linked to brain volume and network dynamics in aging and dementia across the Americas.,"Structural inequality, the uneven distribution of resources and opportunities, influences health outcomes. However, the biological embedding of structural inequality in aging and dementia, especially among underrepresented populations, is unclear. We examined the association between structural inequality (country-level and state-level Gini indices) and brain volume and connectivity in 2,135 healthy controls, and individuals with Alzheimer's disease and frontotemporal lobe degeneration from Latin America and the United States. Greater structural inequality was linked to reduced brain volume and connectivity, with stronger effects in Latin America, especially in the temporo-cerebellar, fronto-thalamic and hippocampal regions. In the United States, milder effects were observed in the insular-cingular and temporal areas. Results were more pronounced in Alzheimer's disease and were independent of age, sex, education, cognition and other confounding factors. The findings highlight the critical role of structural inequality in aging and dementia, emphasizing the biological embedding of macrosocial factors and the need for targeted interventions in underserved populations.",Nat Aging,2025
40001102,"Increased risk of chronic diseases and multimorbidity in middle-aged and elderly individuals with early vision, hearing, or dual sensory impairments: insights from prospective cohort studies and Mendelian randomization analysis.","BACKGROUND: Sensory impairments (SI), including vision (VI), hearing (HI), and dual sensory impairments (DSI), are prevalent with aging, but their impact on disease risk remains unclear. This study investigates the epidemiological and genetic associations between SIs and 10 chronic disease categories and multimorbidity.
METHODS: Using the CHARLS study, participants were classified by their self-reported VI/HI/DSI status in 2011 and 2013 into groups: ""new onset, remission, persistent, and no SI."" Their chronic disease incidence was tracked until 2018 in sub-cohorts respectively. Mendelian randomization (MR) analyses used genetic instruments from UK Biobank GWAS data on 88,250/504,307 individuals for vision/hearing loss, with outcome datasets from consortia including FinnGen, DIAMANTE, CKDGen, PGC, GWAS Catalog, and International Parkinson's Disease Genomics Consortium.
RESULTS: The cohort study revealed that persistent HI significantly increased the risk of heart disease (P < 0.001, HR 1.63, 95% CI 1.31-2.03), stroke (P 0.004, HR 1.59, 95% CI 1.16-2.18), chronic lung disease (P 0.002, HR 1.53, 95% CI 1.17-1.99), and emotional, nervous, or psychiatric problems (P 0.016, HR 2.03, 95% CI 1.14-3.60). Persistent VI was significantly associated with diabetes or high blood sugar (DM/Hglu) (P 0.012, HR 1.63, 95% CI 1.11-2.38) and chronic lung disease (P 0.042, HR 1.53, 95% CI 1.02-2.31). MR confirmed these strong or suggestive associations, indicating that HI significantly increased the risk of cardiovascular and cerebrovascular events by 61-170%, bronchitis by 160%, and schizophrenia by 36%. In addition, VI significantly raised the risk of hyperglycemia or diabetes by 2-4% and the risk of lung function decline. Additionally, cohort studies confirmed that early DSI significantly raised the risk of multiple diseases, while MR identified genetic links between VI and hepatic failure, Parkinson's, and Alzheimer's disease, and between HI and hypertension, chronic kidney disease, and renal failure.
CONCLUSIONS: This study provides evidence from epidemiological or genetic perspectives demonstrates that early exposure to HI/VI/DSI increases the risk of developing chronic diseases. These findings underscore the need for continuous monitoring and timely intervention for SI to manage chronic disease risks in aging populations.",BMC Med,2025
39938492,Structural Neuroimaging Correlates of Neuropsychiatric Symptoms in Alzheimer's Disease: A Systematic Literature Review.,"INTRODUCTION: Neuropsychiatric symptoms (NPS) such as increased apathy, affective symptoms, psychosis and hyperactivity are common in Alzheimer's disease (AD) and are associated with increased disease severity and caregiver burden. In contrast to well-characterized associations between AD-related cognitive deficits and focal neuropathology (e.g., memory and hippocampal atrophy), fewer studies have focused on associations between NPS-brain associations in AD. Furthermore, studies focusing on magnetic resonance imaging measures of gray matter (GM) abnormalities associated with NPS in AD have not been systematically reviewed.
METHODS: To address this gap, a systematic literature review was undertaken to identify articles that assessed structural brain differences associated with NPS in AD. This review identified 29 such articles that tested associations between NPS and gray matter loss (GML: reduced GM density, reduced GM volume, decreased cortical thickness, etc.).
RESULTS: Across all NPS, most symptoms were associated with GML in the prefrontal cortex and medial temporal lobe, highlighting key limbic/limbic adjacent structures including orbitofrontal cortex and parahippocampal regions. Other regions exhibiting associations included the superior and middle temporal gyri as well as anterior and posterior cingulate cortex.
CONCLUSION: Understanding how GM changes in the brain relate to NPS in AD may not only improve our understanding of NPS and AD but may also provide help identify homologies/correspondence with brain changes in psychiatric diseases.",Dement Geriatr Cogn Disord,2025
39860306,Analysis of Preventive Effect of Bisphosphonate for Osteoporotic Fracture in Patients with Alzheimer's Disease and Patient Mortality.,"Background: Alzheimer's disease (AD) is the most common neurodegenerative disease in the older adult population and is often associated with reduced physical activity. Reduced activity and mechanical loading subsequently reduce bone mineral density and increase risk of osteoporosis. Bisphosphonates (BPs) offer preventative effects on osteoporotic fractures in the general population, but their effects on patients with AD are less known. This study aimed to assess the impact of BPs on osteoporotic fractures and survival in patients with AD. Methods: In this nationwide retrospective cohort study, 43,469 patients from the Korea National Health Insurance Service database between 2004 and 2018 were included. All patients were diagnosed with AD and subsequently diagnosed with osteoporosis. Continuous use of BPs was defined as having prescriptions for BP medications one year after the diagnosis of osteoporosis. Propensity score matching paired 12,519 BP users with 12,518 non-users for post-fracture survival analysis. Results: Continuous use of BPs showed a significant preventative effect on the Cox regression model [hazard ratio (HR), 0.890-0.895; p &lt; 0.001] but not on the logistic regression model. The occurrence of osteoporotic fractures in the hip or spine significantly increased the risk of death [hip, HR, 2.036; 95% confidence interval (CI), 1.789-2.316; p &lt; 0.001; spine, HR, 1.465; CI, 1.305-1.644; p &lt; 0.001]. Conclusions: Continuous use of BPs was associated with reduced occurrence of osteoporotic fractures in patients with AD. Patients with AD showed significantly higher mortality rates after the occurrence of osteoporotic fractures. Further studies with detailed patient characteristics and compliance are warranted.",J Clin Med,2025
39823141,Long-range inputome of prefrontal GABAergic interneurons in the Alzheimer's disease mouse.,"INTRODUCTION: Alzheimer's disease (AD) is the most common neurodegenerative disease, characterized by damage to cortical circuits. However, the mechanisms underlying AD-associated changes in long-range circuits remain poorly understood.
METHODS: In this study, we used viral tracing and fluorescence micro-optical sectioning tomography (fMOST) imaging to investigate whole-brain changes in the input circuit of the frontal cortex of 5×FAD mice.
RESULTS: Pathological axonal degeneration was widely observed in upstream regions, including the cortex, hippocampus, and thalamus, across all AD brains examined. The proportion of input neurons projecting to parvalbumin-expressing neurons, compared to those projecting to somatostatin-expressing neurons, decreased in the hippocampus and basal forebrain. This decline was closely related to mouse age and the cell type of the presynaptic input neurons.
DISCUSSION: This study demonstrates the selective vulnerability of long-range circuits in the prelimbic area in AD at the mesoscopic level, thereby enhancing our understanding of circuit architecture degeneration across the brain.
HIGHLIGHTS: We used whole-brain imaging with single-cell resolution to generate brain-wide input maps of the Alzheimer's disease mouse model. The pathological changes in the input proportions showed relevance with the mouse age, distribution, and cell type of the presynaptic input neurons. Compared to the cell body and dendrites of the medial prefrontal cortex input neurons, the pathological changes in the axonal structure are more extensive.",Alzheimers Dement,2025
40084664,Frequency of variants in Mendelian Alzheimer's disease genes within the Alzheimer's Disease Sequencing Project.,"BackgroundPrior studies examined variants within presenilin-2 (PSEN2), presenilin-1 (PSEN1), and amyloid precursor protein (APP) genes. However, previously-reported clinically-relevant variants and other predicted damaging missense (DM) variants have not been characterized in a newer release of the Alzheimer's Disease Sequencing Project (ADSP).ObjectiveTo characterize previously-reported clinically-relevant variants and DM variants in PSEN2, PSEN1, APP within the participants from the ADSP.MethodsWe identified rare variants (MAF &lt; 1%) in PSEN2, PSEN1, and APP in 14,641 individuals with whole genome sequencing and 16,849 individuals with whole exome sequencing available (N<sub>total </sub>= 31,490). We additionally curated variants from ClinVar, OMIM, and Alzforum and report carriers of variants in clinical databases as well as predicted DM variants in these genes.ResultsWe detected 31 previously-reported clinically-relevant variants with alternate alleles observed within the ADSP: 4 variants in PSEN2, 25 in PSEN1, and 2 in APP. The overall variant carrier rate for the 31 clinically-relevant variants in the ADSP was 0.3%. We observed that 79.5% of the variant carriers were cases compared to 3.9% were controls. In those with AD, the mean age of onset of AD among carriers of these clinically-relevant variants was 19.6 ± 1.4 years earlier compared with noncarriers (p = 7.8 × 10<sup>-57</sup>). Additionally, we identified 197 rare variants (MAF &lt; 1%) within ADSP participants not reported in known clinical databases.ConclusionsA small proportion of individuals in the ADSP are carriers of a previously-reported clinically-relevant variant allele for AD and these participants have significantly earlier age of AD onset compared to noncarriers.",J Alzheimers Dis,2025
39777972,Pathological angiogenesis was associated with cerebrovascular lesion and neurodegeneration in Alzheimer's disease.,"INTRODUCTION: We investigated the specific factors driving abnormal angiogenesis in Alzheimer's disease (AD) and its role in cerebrovascular lesions and neurodegeneration.
METHODS: We assessed cerebrovascular pathologies, amyloid-beta (Aβ), and tau pathologies in post mortem human brains and detected 12 angiogenic factors in cerebrospinal fluid (CSF) from the China Aging and Neurodegenerative Disease Initiative (CANDI) cohort.
RESULTS: We observed severe blood-brain barrier damage and elevated levels of the vascular marker CD31 in human AD brains, which had a stronger correlation with tau pathology than Aβ pathology. Consistently, only CSF pTau181 showed positive associations with CSF angiogenesis factors (soluble vascular endothelial growth factor receptor 2 [sVEGFR2], VEGF-C, VEGF-D, placental growth factor [PLGF], Angiopoietin2, and Serpin E1), but not CSF Aβ42/40. Additionally, higher levels of CSF sVEGFR1, soluble Tyrosine-protein kinase receptor 2 [sTIE2], PLGF, and interleukin 8 [IL8], as well as lower levels of CSF urokinase-type plasminogen activator [uPA], were associated with worsen cerebrovascular pathologies and neurodegeneration.
DISCUSSION: Our findings indicate that tau pathology may play a critical role in pathological angiogenesis, contributing to cerebrovascular lesions and neurodegeneration in AD.
HIGHLIGHTS: BBB damage and elevated vascular marker CD31 in human AD brains had a stronger correlation with tau pathology than Aβ pathology. CSF pTau181 mediated the effect of CSF Aβ42/40 on CSF sVEGFR1 and sTIE2. Only CSF pTau181 showed positive associations with sVEGFR2, VEGF-C, VEGF-D, PLGF, Angiopoietin2, and Serpin E1. Higher sVEGFR1, sTIE2, PLGF, and IL8, and lower uPA in CSF, were associated with cerebrovascular pathologies and neurodegeneration.",Alzheimers Dement,2025
39939138,Smoking-attributable neurological health loss: age-specific burden and health disparities.,"BACKGROUND: Smoking is a significant risk factor for neurological disorders, yet its global impact on these conditions remains underexplored.
METHODS: Using Global Burden of Diseases 2021 data, we analysed trends in age-standardised disability-adjusted life-years (DALYs) and deaths attributable to smoking from 1990 to 2021 for three neurological disorders: stroke, Alzheimer's disease and other dementias, and Multiple Sclerosis. Socioeconomic disparities were assessed using the lope index of inequality and the relative concentration index. Bayesian age-period-cohort models were employed to forecast smoking-attributable burden through 2050.
RESULTS: Between 1990 and 2021, annual smoking-attributable DALYs and death rates slightly declined by -1.93% and -1.92%, respectively, but absolute numbers continued to rise, from 26.10 million to 30.18 million DALYs and from 0.93 million to 1.15 million deaths. Older adults (aged 60 and above) experienced the greatest burden, contributing 58.15% of DALYs and 75.57% of deaths in 2021. Smoking-attributable stroke was increasingly concentrated in low sociodemographic index regions, whereas disparities in dementias and multiple sclerosis were more pronounced in socioeconomically advantaged regions, particularly for multiple sclerosis.
CONCLUSIONS: This study identified an age-specific burden and widening disparities for neurological disorders attributable to smoking, with older adults disproportionately experiencing an escalating impact. Targeted prevention and equitable healthcare access tailored for older adults are critical to mitigating smoking-attributable neurological health loss.",J Neurol Neurosurg Psychiatry,2025
39845736,Identify biological Alzheimer's disease using a novel nucleic acid-linked protein immunoassay.,"Blood-based biomarkers have been revolutionizing the detection, diagnosis and screening of Alzheimer's disease. Specifically, phosphorylated-tau variants (p-tau<sub>181</sub>, p-tau<sub>217</sub> and p-tau<sub>231</sub>) are promising biomarkers for identifying Alzheimer's disease pathology. Antibody-based assays such as single molecule arrays immunoassays are powerful tools to investigate pathological changes indicated by blood-based biomarkers and have been studied extensively in the Alzheimer's disease research field. A novel proteomic technology-NUcleic acid Linked Immuno-Sandwich Assay (NULISA)-was developed to improve the sensitivity of traditional proximity ligation assays and offer a comprehensive outlook for 120 protein biomarkers in neurodegenerative diseases. Due to the relative novelty of the NULISA technology in quantifying Alzheimer's disease biomarkers, validation through comparisons with more established methods is required. The main objective of the current study was to determine the capability of p-tau variants quantified using NULISA for identifying abnormal amyloid-β and tau pathology. We assessed 397 participants [mean (standard deviation) age, 64.8 (15.7) years; 244 females (61.5%) and 153 males (38.5%)] from the Translational Biomarkers in Aging and Dementia (TRIAD) cohort where participants had plasma measurements of p-tau<sub>181</sub>, p-tau<sub>217</sub> and p-tau<sub>231</sub> from NULISA and single molecule arrays immunoassays. Participants also underwent neuroimaging assessments, including structural MRI, amyloid-PET and tau-PET. Our findings suggest an excellent agreement between plasma p-tau variants quantified using NULISA and single molecule arrays immunoassays. Plasma p-tau<sub>217</sub> measured with NULISA shows excellent discriminative accuracy for abnormal amyloid-PET (area under the receiver operating characteristic curve = 0.918, 95% confidence interval = 0.883 to 0.953, P &lt; 0.0001) and tau-PET (area under the receiver operating characteristic curve = 0.939; 95% confidence interval = 0.909 to 0.969, P &lt; 0.0001). It also presents the capability for differentiating tau-PET staging. Validation of the NULISA-measured plasma biomarkers adds to the current analytical methods for Alzheimer's disease diagnosis, screening and staging and could potentially expedite the development of a blood-based biomarker panel.",Brain Commun,2025
40063315,Biomarker Profile in Peripheral Blood Cells Related to Alzheimer's Disease.,"In a healthy brain, neuroinflammation, controlled by the main intermediary for the immune response microglia and astrocytes, contributes to maintain physiological functions such as secretion of neurotrophic factors, removal of cell tau and amyloid-β (Aβ) debris, and local homeostasis. When the immune response becomes chronic, it can become pathological and fuel neuroinflammation, causing glial cells to malfunction and not perform their function of clearing debris, resulting in further damage to neurons. Multiple studies highlight that an intense crosstalk is activated between peripheral blood white cells (PBWCs) and central nervous system (CNS). Nevertheless, how PBWC can be carriers of biomarkers of the CNS neuropathological states it is still far to be completely known. In this work, we aimed to observe how PBWC content could be related to moderate-severity of DAT in order to have early signals from of pathological neurodegeneration brain initiate. Protein analysis have been performed in PBWC of Mild Cognitive Impairment (MCI) and DAT patients in respect to those of healthy controls and differently expressed proteins have been investigated. Our data showed a deregulation of pathways involved in neurodegeneration since from MCI level and deregulated proteins that can be considered markers for DAT onset and progression.",Mol Neurobiol,2025
39685498,The Association Between Major Depression and Alzheimer's Disease Risk: Evidence from a 12-Year Longitudinal Study.,"Background: The relationship between depression, particularly major depression (MD), as a risk factor for Alzheimer's disease (AD) is well established; however, its precise role remains contested. Findings from the fourth wave of the ZARADEMP longitudinal study provide further insights into the association between MD and AD risk. Objectives: This study aimed to examine the association between MD and incident AD, controlling for established risk factors. Methods: The study analyzed 4803 participants, of whom 4057 were followed over a 12-year period as part of the ZARADEMP longitudinal study. Depression was assessed using the GMS-AGECAT, and dementia was diagnosed according to DSM-IV criteria. The association between MD and incident AD was evaluated using Cox proportional hazards regression models. Results: The incidence of AD was approximately twice as high in participants with MD compared to those without (relative risk = 2.07; 95% CI: 0.85-5.03; p = 0.123). This risk was nearly threefold higher in the fully adjusted model. Conclusions: These findings underscore a significant association between MD and an increased risk of AD, emphasizing the need for vigilant monitoring and potential early intervention among individuals diagnosed with MD.",J Clin Med,2024
